,Unnamed: 0,varname,number_of_spaces,firstCharisLetter,argument,varlength,datatype,vartype,projectid
316141,5541034,ultimate sword farm amount,3,True,0,26,int,string,98130676
316142,5541035,ultimate sword farm cost,3,True,1000,24,int,string,98130676
316145,5541061,water-fire sword amount,2,True,0,23,int,string,98130676
316146,5541062,water-fire sword cost,2,True,750,21,int,string,98130676
316148,5541084,SCE p\/c,1,True,2,8,int,string,98130676
316150,5541093,H-P Ship amount,2,True,0,15,int,string,98130676
316151,5541094,H-P Ship cost,2,True,1500,13,int,string,98130676
316155,5541125,SCE collector team amount,3,True,0,25,int,string,98130676
316156,5541126,SCE collector team cost,3,True,5000,23,int,string,98130676
316160,5541157,hi-tech SCE collector cost,3,True,10000,26,int,string,98130676
316161,5541158,hi-tech SCE collector amount,3,True,0,28,int,string,98130676
316165,5541189,hi-tech SCE navigator\/finder cost,3,True,15250,34,int,string,98130676
316166,5541190,hi-tech SCE navigator\/finder,2,True,0,29,int,string,98130676
316170,5541221,hi-tech SCE galax. uni. navi.\/find. cost,5,True,20525,41,int,string,98130676
316171,5541222,hi-tech SCE galax. uni. navi.\/find. amount,5,True,0,43,int,string,98130676
316175,5541253,SCE amount,1,True,0,10,int,string,98130676
316176,5541254,Sword Core Energy=SCE,2,True,0,21,int,string,98130676
316178,5541256,SCEplusamount,0,True,1,13,int,string,98130676
316190,5542265,batter,0,True,900,6,int,string,98131060
316191,5542308,cook,0,True,0.01,4,float,string,98131060
316197,5542503,copycode,0,True,copycode,8,list,string,98131488
316198,5542504,code find,1,True,code find,9,list,string,98131488
316199,5542505,FINAL,0,True,FINAL,5,list,string,98131488
316200,5542506,ADJECTIVES,0,True,ADJECTIVES,10,list,string,98131488
316201,5542507,SPECIES,0,True,SPECIES,7,list,string,98131488
316202,5542508,DESCENT,0,True,DESCENT,7,list,string,98131488
316203,5542509,codefinder,0,True,0,10,int,string,98131488
316204,5542510,XYZ,0,True,XYZ,3,list,string,98131488
316205,5542511,**,0,False,**,2,list,string,98131488
316206,5542512,SOCIAL CLASS,1,True,SOCIAL CLASS,12,list,string,98131488
316207,5542513,cupcakes,0,True,cupcakes,8,list,string,98131488
316208,5542514,anotherlist,0,True,anotherlist,11,list,string,98131488
316213,5542540,another counter,1,True,1,15,int,string,98131488
316220,5542581,butanother,0,True,0,10,int,string,98131488
316290,5542821,score left,1,True,0,10,int,string,98131674
316291,5542822,score right,1,True,0,11,int,string,98131674
316296,5543023,no clones,1,True,0,9,int,string,98131951
316313,5543305,Golden Trump,1,True,100,12,int,string,98132117
316314,5543322,Donald Trumps,1,True,25,13,int,string,98132117
316316,5543339,Robo Trump,1,True,20,10,int,string,98132117
316317,5543343,Trump Temple,1,True,50,12,int,string,98132117
316321,5543381,Trump,0,True,10,5,int,string,98132117
316323,5543415,NightStart,0,True,1,10,int,string,98132266
316329,5543463,PirateCoveOpen,0,True,0,14,int,string,98132266
316330,5543492,RightDoorClose,0,True,0,14,int,string,98132266
316333,5543515,LeftDoorClose,0,True,0,13,int,string,98132266
316336,5543627,FoxyOpeningPirateCove,0,True,1,21,int,string,98132266
316346,5544309,Previous Inputs,1,True,Previous Inputs,15,list,string,98132512
316369,5544536,PKMN,0,True,1,4,int,string,98132628
316371,5544539,foe,0,True,950,3,int,string,98132628
316396,5545411,charge avail,1,True,0,12,int,string,98132749
316402,5545590,Lucas shot,1,True,1,10,int,string,98132749
316403,5545660,fiyah powah,1,True,0,11,int,string,98132749
316407,5545780,cyclone avail,1,True,1,13,int,string,98132749
316408,5545804,E-tanks,0,True,1,7,int,string,98132749
316409,5545913,Techno heath,1,True,10,12,int,string,98132749
316411,5545964,air booster,1,True,15,11,int,string,98132749
316432,5546367,chrome health,1,True,0,13,int,string,98132749
316443,5546642,Rotten Eggs eaten today,3,True,0,23,int,string,98132768
316466,5546957,Coffee,0,True,1,6,int,string,98133154
316467,5546962,Tea,0,True,1,3,int,string,98133154
316474,5547003,??? Worldwide Coffees,2,False,1,21,int,string,98133154
316475,5547014,??? Worldwide Teas,2,False,1,18,int,string,98133154
316476,5547025,??? Worldwide HotChocs,2,False,1,22,int,string,98133154
316477,5547032,??? Worldwide HotChocTeas,2,False,1,25,int,string,98133154
316478,5547039,??? Worldwide HotChocCoffees,2,False,1,28,int,string,98133154
316479,5547046,??? Worldwide CoffeeTeas,2,False,1,24,int,string,98133154
316480,5547057,??? Worldwide HotChocTeaCoffees,2,False,1,31,int,string,98133154
316531,5547702,skr,0,True,1,3,int,string,98133574
316562,5548171,y location,1,True,66,10,int,string,98133624
316564,5548185,y start,1,True,-131,7,int,string,98133624
316568,5548430,INindex,0,True,1,7,int,string,98133953
316571,5548463,Number of Items,2,True,0,15,int,string,98133953
316572,5548464,InternalSubtotal,0,True,0,16,int,string,98133953
316573,5548466,InternalTotal,0,True,0,13,int,string,98133953
316575,5548468,InternalTaxRate,0,True,0.078,15,float,string,98133953
316576,5548471,Tax,0,True,0,3,int,string,98133953
316577,5548472,InternalTipRate,0,True,.15,15,float,string,98133953
316578,5548473,Tip Rate,1,True,15%,8,string,string,98133953
316579,5548474,Tip,0,True,0,3,int,string,98133953
316580,5548475,Ordered Items,1,True,Ordered Items,13,list,string,98133953
316581,5548476,InternalOrder,0,True,InternalOrder,13,list,string,98133953
316582,5548478,InternalRate,0,True,0,12,int,string,98133953
316585,5548576,InternalMoney,0,True,0,13,int,string,98133953
316587,5548792,question #,1,True,1,10,int,string,98134476
316656,5550152,clockdown,0,True,0,9,int,string,98134707
316657,5550346,Dinosaur entrance,1,True,0,17,int,string,98134734
316659,5550903,mega head,1,True,100,9,int,string,98134734
316663,5551227,red level,1,True,1,9,int,string,98134844
316664,5551235,blue level,1,True,1,10,int,string,98134844
316666,5551237,attack occuring,1,True,0,15,int,string,98134844
316667,5551269,default,0,True,default,7,list,string,98134844
316673,5551275,grunt1,0,True,3,6,int,string,98134844
316674,5551276,grunt2,0,True,4,6,int,string,98134844
316675,5551277,grunt3,0,True,5,6,int,string,98134844
316676,5551278,Player side,1,True,0,11,int,string,98134844
316683,5551489,grunt level,1,True,1,11,int,string,98134844
316684,5551490,grunt1 default x-position,2,True,-146,25,int,string,98134844
316688,5551526,blue melee damage constant,3,True,-6,26,int,string,98134844
316689,5551527,blue fire damage constant,3,True,-2.57,25,float,string,98134844
316690,5551528,blue lightning damage constant,3,True,-5,30,int,string,98134844
316691,5551529,blue meteor damage constant,3,True,-18,27,int,string,98134844
316694,5551572,blue attack,1,True,0,11,int,string,98134844
316702,5551769,red attack,1,True,0,10,int,string,98134844
316705,5551807,enemies fought,1,True,1,14,int,string,98134844
316707,5551810,red melee damage constant,3,True,-2,25,int,string,98134844
316708,5551811,red fire damage constant,3,True,-2.25,24,float,string,98134844
316709,5551812,red lightning damage constant,3,True,-4,29,int,string,98134844
316710,5551813,red meteor damage constant,3,True,-9,26,int,string,98134844
316745,5552739,clone wars,1,True,1,10,int,string,98135375
316756,5552815,Shot,0,True,0,4,int,string,98135375
316783,5553059,Instructions+Story,0,True,0,18,int,string,98135375
316785,5553085,More projects,1,True,0,13,int,string,98135375
316792,5553150,Spin(Not directly related to particles),4,True,0,39,int,string,98135375
316794,5553204,Touch3,0,True,0,6,int,string,98135375
316811,5553407,Move1,0,True,0,5,int,string,98135375
316812,5553408,Keymousepressed?1,0,True,0,17,int,string,98135375
316818,5553447,Start Level 2,2,True,0,13,int,string,98135375
316824,5553608,Clonetouchingredblock?,0,True,0,22,int,string,98135375
316834,5553723,Gift,0,True,0,4,int,string,98135375
316835,5553727,Touch5,0,True,0,6,int,string,98135375
316836,5553728,??? Easter Egg Count.,3,False,0,21,int,string,98135375
316840,5553778,Info about gift,2,True,0,15,int,string,98135375
316852,5553937,Mountain,0,True,0,8,int,string,98135375
316854,5553955,I-ReadyDefeated,0,True,0,15,int,string,98135375
316866,5554137,X0-Vaulue two,1,True,0,13,int,string,98135375
316867,5554138,Y-Value2,0,True,0,8,int,string,98135375
316871,5554191,Anti-gravity,0,True,0,12,int,string,98135375
316876,5554197,cLONE VARIAB;LE,1,True,0,15,int,string,98135375
316879,5554200,Game Ends,1,True,0,9,int,string,98135375
316880,5554201,Vulnerability,0,True,0,13,int,string,98135375
316884,5554205,Sprite13,0,True,Sprite13,8,string,string,98135375
316885,5554206,slope2,0,True,0,6,int,string,98135375
316887,5554208,Seconds since game started,3,True,0,26,int,string,98135375
316888,5554209,Touvhing Ground,1,True,0,15,int,string,98135375
316889,5554210,No Lives,1,True,0,8,int,string,98135375
316890,5554211,ClonespecialV,0,True,0,13,int,string,98135375
316891,5554212,Uparrowpressed?,0,True,0,15,int,string,98135375
316893,5554241,VV,0,True,-0.0001,2,float,string,98135375
316912,5554369,TouchingBoucnyStuff???,0,True,1,22,int,string,98135375
316929,5554526,Touch4,0,True,-1,6,int,string,98135375
316930,5554534,Touching Red Block?,2,True,1,19,int,string,98135375
316935,5554549,Yest,0,True,0,4,int,string,98135375
316942,5554581,MOVENOQ,0,True,20,7,int,string,98135375
316944,5554589,Clonetouchingredblok2,0,True,0,21,int,string,98135375
317003,5555147,TouchingAmmo?,0,True,1,13,int,string,98135375
317007,5555254,nb67373 logo,1,True,0,12,int,string,98135375
317010,5555276,Y-value,0,True,2,7,int,string,98135375
317025,5555409,Clone-Y-value,0,True,-2,13,int,string,98135375
317027,5555431,Clone-X-value,0,True,-2,13,int,string,98135375
317039,5555561,Lightsaber,0,True,0,10,int,string,98135375
317045,5555758,Veolcity,0,True,0,8,int,string,98135452
317060,5556194,Flip,0,True,0,4,int,string,98135888
317090,5557030,onwall,0,True,0,6,int,string,98136658
317114,5557338,Inventory Head,1,True,1,14,int,string,98136755
317120,5557366,Wood Amount,1,True,1,11,int,string,98136755
317121,5557372,HotBar Slot,1,True,HotBar Slot,11,list,string,98136755
317132,5557458,Torch Amount,1,True,0,12,int,string,98136755
317133,5557459,Inventory Slot,1,True,0,14,int,string,98136755
317151,5557664,Tree Health,1,True,100,11,int,string,98136755
317154,5557819,HotBar Selection,1,True,1,16,int,string,98136755
317169,5557980,l1,0,True,0,2,int,string,98136832
317171,5558353,main switch,1,True,1,11,int,string,98136832
317182,5558647,Scratch MP,1,True,500,10,int,string,98136884
317183,5558678,EuroHP,0,True,-25,6,int,string,98136884
317184,5558723,Stalin HP,1,True,0,9,int,string,98136884
317186,5558725,PutinHealth,0,True,1000,11,int,string,98136884
317187,5558726,PatrioticPoints,0,True,100,15,int,string,98136884
317197,5559148,Mercy Boolean,1,True,0,13,int,string,98136960
317199,5559154,Papyrus boolean,1,True,0,15,int,string,98136960
317200,5559640,damaged boolean,1,True,0,15,int,string,98136960
317201,5559641,free movement boolean,2,True,0,21,int,string,98136960
317203,5559681,fall speed,1,True,0,10,int,string,98136960
317210,5559743,blocker,0,True,1,7,int,string,98136960
317219,5559842,time slowed,1,True,0,11,int,string,98136960
317236,5560092,NUMBER FR SCRE,2,True,1000,14,int,string,98137073
317253,5560394,Problems,0,True,Problems,8,list,string,98137190
317299,5561085,\u0008end,0,False,1,9,int,string,98137486
317301,5561123,character health,1,True,0,16,int,string,98137486
317306,5561262,mercy,0,True,0,5,int,string,98137486
317311,5561336,moveing bullet,1,True,0,14,int,string,98137523
317314,5561367,oxygen,0,True,-2,6,int,string,98137523
317318,5561400,debris,0,True,1,6,int,string,98137523
317320,5561418,exploded1,0,True,0,9,int,string,98137523
317326,5561476,exploded2,0,True,0,9,int,string,98137523
317327,5561483,hard mode,1,True,0,9,int,string,98137523
317336,5561566,gun show,1,True,0,8,int,string,98137523
317339,5561572,you can see,2,True,1,11,int,string,98137523
317411,5562914,Earth years,1,True,0,11,int,string,98138325
317436,5563495,main menu,1,True,1,9,int,string,98138551
317442,5563612,sigh music,1,True,1,10,int,string,98138551
317454,5564706,doneCounter,0,True,0,11,int,string,98138588
317455,5564707,whichPigLived,0,True,0,13,int,string,98138588
317456,5564718,brick,0,True,1,5,int,string,98138588
317458,5564742,straw,0,True,1,5,int,string,98138588
317468,5565051,switch to WONDERFILLED,2,True,1,22,int,string,98138796
317470,5565064,number of oreo times,3,True,7,20,int,string,98138796
317472,5565506,uhhh,0,True,0,4,int,string,98138796
317473,5565507,uhh again,1,True,1,9,int,string,98138796
317482,5565602,Letter detect,1,True,1,13,int,string,98138839
317533,5567609,less than 0,2,True,-1,11,int,string,98138932
317545,5567826,yChange1,0,True,1,8,int,string,98139112
317546,5567827,yChange2,0,True,-2,8,int,string,98139112
317547,5567850,xChange1,0,True,1,8,int,string,98139112
317548,5567851,xChange2,0,True,-2,8,int,string,98139112
317556,5567920,YChange7(2),0,True,2,11,int,string,98139112
317557,5567921,XChange7(2),0,True,1,11,int,string,98139112
317558,5567925,YChange7,0,True,-2,8,int,string,98139112
317559,5567926,XChange7,0,True,-1,8,int,string,98139112
317564,5568187,effects,0,True,-2,7,int,string,98139244
317669,5570777,off-road?,0,True,false,9,string,string,98140098
317670,5570778,F-2?,0,True,false,4,string,string,98140098
317671,5570779,speedy?,0,True,false,7,string,string,98140098
317677,5570874,carscreen?,0,True,false,10,string,string,98140098
317683,5571076,wasted?,0,True,true,7,string,string,98140098
317699,5571384,all time score,2,True,1,14,int,string,98140179
317701,5571749,Number of Turns,2,True,0,15,int,string,98140630
317768,5574556,Target points,1,True, 50,13,int,string,98140648
317773,5574642,anger,0,True,0,5,int,string,98140797
317788,5575288,clone values,1,True,clone values,12,list,string,98141241
317789,5575289,Clone Values Y,2,True,Clone Values Y,14,list,string,98141241
317790,5575290,Clone Counter,1,True,0,13,int,string,98141241
317865,5575976,lockedoorooms,0,True,lockedoorooms,13,list,string,98141373
317866,5575977,keyrooms,0,True,keyrooms,8,list,string,98141373
317963,5578051,cursorcost,0,True,3,10,int,string,98141393
317964,5578052,negacursorcost,0,True,-3,14,int,string,98141393
317965,5578064,Ovens,0,True,1,5,int,string,98141393
317966,5578069,negaovencost,0,True,-10,12,int,string,98141393
317967,5578070,ovencost,0,True,10,8,int,string,98141393
317969,5578087,negafarmcost,0,True,-50,12,int,string,98141393
317970,5578088,farmcost,0,True,-50,8,int,string,98141393
317971,5578100,Drills,0,True,1,6,int,string,98141393
317972,5578105,negadrillcost,0,True,-125,13,int,string,98141393
317973,5578106,drillcost,0,True,125,9,int,string,98141393
317975,5578123,negafactorycost,0,True,-500,15,int,string,98141393
317976,5578124,factorycost,0,True,500,11,int,string,98141393
317985,5578146,cursorcps,0,True,0.2,9,float,string,98141393
317986,5578147,ovencps,0,True,3.,7,float,string,98141393
317987,5578148,negaovencps,0,True,-3,11,int,string,98141393
317988,5578149,negacursorcps,0,True,-0.2,13,float,string,98141393
317992,5578153,farmcps,0,True,7,7,int,string,98141393
317993,5578154,negafarmcps,0,True,-7,11,int,string,98141393
317994,5578155,drillcps,0,True,30,8,int,string,98141393
317995,5578156,negadrillcps,0,True,-30,12,int,string,98141393
318000,5578161,factorycps,0,True,100,10,int,string,98141393
318003,5578164,negafactorycps,0,True,-100,14,int,string,98141393
318004,5578165,cookiegrail,0,True,15000,11,int,string,98141393
318005,5578166,negalabcps,0,True,-500,10,int,string,98141393
318006,5578167,labcps,0,True,500,6,int,string,98141393
318007,5578168,labcost,0,True,50000,7,int,string,98141393
318008,5578169,negalabcost,0,True,-50000,11,int,string,98141393
318009,5578170,Alchemy Labs,1,True,0,12,int,string,98141393
318011,5578172,bigcookie,0,True,1,9,int,string,98141393
318012,5578173,cookiepulse,0,True,500,11,int,string,98141393
318018,5578212,pulsechance,0,True,0,11,int,string,98141393
318024,5578444,Starfish,0,True,1,8,int,string,98141641
318048,5579081,c eye,1,True,100,5,int,string,98142549
318068,5579307,up grade,1,True,0,8,int,string,98142549
318089,5580488,BALLOON,0,True,0,7,int,string,98143237
318118,5581290,Player HP,1,True,-1,9,int,string,98143403
318119,5581295,hyper?,0,True,1,6,int,string,98143403
318126,5581330,reelhp,0,True,-5,6,int,string,98143403
318131,5581353,waitillum,0,True,3,9,int,string,98143403
318133,5581426,accelsaus,0,True,5,9,int,string,98143403
318139,5581496,??? P2C,1,False,500500,7,int,string,98143471
318140,5581500,LP1,0,True,1,3,int,string,98143471
318141,5581501,LP2,0,True,1,3,int,string,98143471
318144,5581521,??? P1C,1,False,500500,7,int,string,98143471
318151,5581736,Animate time,1,True,0,12,int,string,98143471
318158,5581772,Ycol,0,True,1,4,int,string,98143471
318166,5581875,Attack2,0,True,1,7,int,string,98143471
318188,5582156,Attack1,0,True,1,7,int,string,98143471
318203,5582524,Realscore,0,True,0,9,int,string,98143863
318211,5582556,zombies killed,1,True,0,14,int,string,98143863
318216,5582959,clip,0,True,0,4,int,string,98143863
318282,5585515,XPos,0,True,10,4,int,string,98144726
318283,5585558,LocationY,0,True,0,9,int,string,98144726
318298,5586482,isGigaAlive,0,True,yes,11,string,string,98145076
319806,5605891,Lap Count,1,True,0,9,int,string,98145596
319810,5605902,Lap TImes,1,True,Lap TImes,9,list,string,98145596
319820,5606044,Total of Word,2,True,0,13,int,string,98145830
319849,5606621,marks,0,True,1,5,int,string,98146074
320001,5610205,set time to,2,True,0,11,int,string,98146921
320005,5610530,Talking,0,True,T,7,char,string,98146988
320008,5610548,T\/F,0,True,F,4,char,string,98146988
320056,5611255,change correct,1,True,1,14,int,string,98147351
320082,5611533,begin,0,True,0,5,int,string,98147533
320132,5612332,lyrics,0,True,lyrics,6,list,string,98148061
320182,5612700,liked,0,True,liked,5,list,string,98148061
320183,5612714,l-i,0,True,1,3,int,string,98148061
320185,5612733,Random characters,1,True,Random characters,17,list,string,98148061
320192,5612867,grab cool,1,True,0,9,int,string,98148096
320193,5612899,shot distance,1,True,1,13,int,string,98148096
320194,5612905,grab,0,True,1,4,int,string,98148096
320200,5612941,grab ability,1,True,ready,12,string,string,98148096
320213,5613200,particuls,0,True,15,9,int,string,98148260
320252,5614008,Time you wasted looking at the guy saying *Focus on me*,10,True,0,55,int,string,98148917
320254,5614079,stagemusicrec,0,True,1,13,int,string,98148993
320256,5614165,duck10dead,0,True,0,10,int,string,98148993
320257,5614166,duck1dead,0,True,0,9,int,string,98148993
320258,5614167,duck2dead,0,True,0,9,int,string,98148993
320259,5614168,duck3dead,0,True,0,9,int,string,98148993
320260,5614169,duck4dead,0,True,0,9,int,string,98148993
320261,5614170,duck5dead,0,True,0,9,int,string,98148993
320262,5614171,duck6dead,0,True,0,9,int,string,98148993
320263,5614172,duck8dead,0,True,0,9,int,string,98148993
320264,5614173,duck7dead,0,True,0,9,int,string,98148993
320265,5614174,duck9dead,0,True,0,9,int,string,98148993
320267,5614249,ducksshot,0,True,1,9,int,string,98148993
320291,5614617,ducknumber,0,True,11,10,int,string,98148993
320303,5614786,countingducks,0,True,0,13,int,string,98148993
320314,5614797,duckflyaway,0,True,0,11,int,string,98148993
320317,5614800,duckspeed,0,True,1,9,int,string,98148993
320319,5614810,duckshot,0,True,0,8,int,string,98148993
320320,5614811,direc,0,True,1,5,int,string,98148993
320477,5616030,karhu,0,True,1,5,int,string,98149137
320481,5616069,t??hti,0,True,0,6,int,string,98149193
320485,5616121,kissa,0,True,0,5,int,string,98149230
320515,5616557,difficult,0,True,Hard,9,string,string,98149269
320539,5617231,Pallo,0,True,0,5,int,string,98149305
320543,5617285,pinviini,0,True,0,8,int,string,98149311
320574,5618023,1 to 0,2,False,0,6,int,string,98149883
320630,5619582,delete clones?,1,True,yes,14,string,string,98150044
320650,5620122,Orbs Converted,1,True,0,14,int,string,98150277
320655,5620223,Time Left (sec),2,True,100,15,int,string,98150277
320688,5621335,?????? ????????? ??????,2,False,?????? ????????? ??????,23,list,string,98150987
320694,5621358,?????????2,0,False,1,10,int,string,98150987
320695,5621359,????????????2,0,False,1,13,int,string,98150987
320706,5621470,?????????3,0,False,1,10,int,string,98150987
320707,5621471,????????????3,0,False,1,13,int,string,98150987
320718,5621574,??????1x,0,False,0,8,int,string,98150987
320719,5621575,??????1y,0,False,18,8,int,string,98150987
320738,5621884,p??????,0,True,2,7,int,string,98150987
320786,5622737,Pengar,0,True,0,6,int,string,98151061
320787,5622738,SSP Beroende,1,True,1,12,int,string,98151061
320788,5622739,Gratis pengar beroende,2,True,0,22,int,string,98151061
320789,5622740,Banan beroende,1,True,0,14,int,string,98151061
320790,5622741,Piller beroende,1,True,0,15,int,string,98151061
320791,5622742,Beroende av att se sitt beroende,5,True,0,32,int,string,98151061
320793,5622745,SSpar,0,True,1,5,int,string,98151061
320794,5622746,hippoberoende,0,True,0,13,int,string,98151061
320796,5622748,Krabba,0,True,0,6,int,string,98151061
320797,5622771,Vinnst,0,True,0,6,int,string,98151061
320799,5622773,m??gel,0,True,0,6,int,string,98151061
320801,5622777,Min hand,1,True,3,8,int,string,98151061
320822,5622914,p??se ai,1,True,0,8,int,string,98151061
320859,5623723,discriminante,0,True,0,13,int,string,98151798
320860,5623724,X1,0,True,0,2,int,string,98151798
320862,5623915,Looks,0,True,hidden,5,string,string,98151802
320871,5624223,MB,0,True,0,2,int,string,98152352
320872,5624224,MW,0,True,0,2,int,string,98152352
320873,5624225,JB,0,True,0,2,int,string,98152352
320874,5624226,JW,0,True,0,2,int,string,98152352
320876,5624228,tmp_idx,0,True,1,7,int,string,98152352
320891,5624331,W,0,True,W,1,list,char,98152352
320913,5624545,NEXT,0,True,0,4,int,string,98152500
320918,5624583,Hidden Letter,1,True,6,13,int,string,98152603
320955,5625628,Koripallo,0,True,0,9,int,string,98152738
321056,5627797,spiderdude2006 health,1,True,3,21,int,string,98154208
321057,5627802,DanTDM Health,1,True,3,13,int,string,98154208
321069,5628817,BossHP,0,True,2,6,int,string,98155648
321073,5628947,Off?,0,True,false,4,string,string,98155648
321075,5628949,YPlace,0,True,-25,6,int,string,98155648
321083,5628987,Text Speed,1,True,0.5,10,float,string,98155648
321084,5628988,Shaking?,0,True,false,8,string,string,98155648
321085,5628989,Shake speed min,2,True,0.01,15,float,string,98155648
321086,5628990,Shake speed max,2,True,0.1,15,float,string,98155648
321118,5629257,Ring,0,True,18,4,int,string,98155648
321183,5630483,animoi_kavely,0,True,1,13,int,string,98156171
321220,5630904,#bricks,0,False,-1,7,int,string,98156485
321265,5631601,Paso,0,True,10,4,int,string,98156896
321270,5631655,aantal,0,True,1,6,int,string,98157085
321338,5632635,MP:,0,True,1250,3,int,string,98158099
321339,5632636,SP:,0,True,950,3,int,string,98158099
321340,5632637,OD:,0,True,0,3,int,string,98158099
321345,5632785,SCHP:,0,True,90000,5,int,string,98158099
321353,5632968,```,0,False,50,3,int,string,98158179
321357,5633060,jumpsize,0,True,10,8,int,string,98158497
321358,5633072,nojukk,0,True,0,6,int,string,98158580
321378,5633418,???????? ??????????????,1,False,0,23,int,string,98158798
321380,5633420,?????? ???????????? ????????????,2,False,10,32,int,string,98158798
321409,5633725,sec,0,True,10,3,int,string,98159131
321411,5633783,POINTS PLAYER 1,2,True,1,15,int,string,98159133
321413,5633787,POINTS PLAYER 2,2,True,0,15,int,string,98159133
321428,5634238,acel,0,True,0.5,4,float,string,98159403
321805,5636528,??? KickPlayerID,1,False,0,16,int,string,98159430
321807,5636533,??? player count,2,False,1,16,int,string,98159430
321809,5636540,seated?,0,True,0,7,int,string,98159430
321811,5636574,??? player1y,1,False,5,12,int,string,98159430
321813,5636588,??? player1x,1,False,-5,12,int,string,98159430
321826,5636694,??? gold,1,False,-5,8,int,string,98159430
321828,5636714,UserDatabase,0,True,UserDatabase,12,list,string,98159430
321843,5637126,!?????? ??????????,1,False,11,18,int,string,98159852
321847,5637136,????????????1,0,False,0,13,int,string,98159852
321851,5637140,???????? 3,1,False,0,10,int,string,98159852
321852,5637141,???????????? ??????,1,False,0,19,int,string,98159852
321856,5637190,Shirt,0,True,2,5,int,string,98159873
321857,5637199,Socks,0,True,1,5,int,string,98159873
321858,5637202,Skirt,0,True,1,5,int,string,98159873
321860,5637215,Misc,0,True,1,4,int,string,98159873
321905,5637842,maxenemyhealth,0,True,40,14,int,string,98159937
321906,5637843,enemy darkness,1,True,2,14,int,string,98159937
321907,5637844,enemy recovery,1,True,0.4,14,float,string,98159937
321908,5637845,enemydarkpower,0,True,1,14,int,string,98159937
321909,5637846,enemynormalpower,0,True,1,16,int,string,98159937
322021,5638613,k exist,1,True,1,7,int,string,98159937
322022,5638614,f exist,1,True,0,7,int,string,98159937
322023,5638615,q exist,1,True,0,7,int,string,98159937
322025,5638617,offensive,0,True,1,9,int,string,98159937
322054,5638794,Ochrona,0,True,0,7,int,string,98159946
322055,5638795,Monety,0,True,20,6,int,string,98159946
322056,5638796,Spo??eczno????,0,True,0,14,int,string,98159946
322060,5638873,Procent Ochrony,1,True,3,15,int,string,98159946
322064,5638891,Procent Bankowo??ci,1,True,4,19,int,string,98159946
322068,5638907,Procent Spoleczno????,1,True,5,21,int,string,98159946
322077,5639004,?????????????? ??-5,1,False,0,19,int,string,98160045
322082,5639079,dispari,0,True,0,7,int,string,98160349
322083,5639080,pari,0,True,0,4,int,string,98160349
322084,5639321,n.2,0,True,1,3,int,string,98160510
322134,5640365,score??????,0,True,0,11,int,string,98161371
322135,5640366,stage property??????,1,True,0,20,int,string,98161371
322137,5640383,??? high score????????????,2,False,0,26,int,string,98161371
322138,5640430,bombs,0,True,-1,5,int,string,98161371
322144,5640528,slow,0,True,1,4,int,string,98161371
322179,5641463,Anger,0,True,0,5,int,string,98161680
322193,5641700,Sibling Counter,1,True,0,15,int,string,98161835
322194,5641936,NOTAS,0,True,0,5,int,string,98162008
322255,5643070,Tie Fighters Destroyed,2,True,0,22,int,string,98162516
322257,5643128,Damage taken,1,True,0,12,int,string,98162516
322394,5645774,n??1,0,True,0,4,int,string,98163566
322395,5645775,n??2,0,True,0,4,int,string,98163566
322396,5645776,sigues jugando?,1,True,0,15,int,string,98163566
322397,5645788,exito,0,True,0,5,int,string,98163566
322402,5645830,tabla de multiplicar,2,True,0,20,int,string,98163566
322424,5646527,terrain y,1,True,0,9,int,string,98163686
322438,5646619,respuesta oso polar,2,True,3,19,int,string,98163763
322439,5646648,respuesta gato,1,True,3,14,int,string,98163763
322440,5646680,respuesta dinosaurio,1,True,3,20,int,string,98163763
322455,5647398,pregame?,0,True,1,8,int,string,98164494
322459,5647402,clearBoard?,0,True,0,11,int,string,98164494
322461,5647404,killMultiball?,0,True,0,14,int,string,98164494
322462,5647405,normalBall,0,True,5,10,int,string,98164494
322463,5647406,fastBall,0,True,10,8,int,string,98164494
322466,5647413,ballSpeed,0,True,0,9,int,string,98164494
322474,5647607,blockX,0,True,0,6,int,string,98164494
322475,5647608,blockY,0,True,0,6,int,string,98164494
322486,5647773,phrases to say,2,True,phrases to say,14,list,string,98164952
322506,5648061,MCD,0,True,0,3,int,string,98165131
322507,5648062,numeratore,0,True,0,10,int,string,98165131
322508,5648063,denominatore,0,True,0,12,int,string,98165131
322522,5648331,set punch,1,True,0,9,int,string,98165411
322523,5648338,challenge punch,1,True,1,15,int,string,98165411
322532,5648982,Puntod,0,True,-1,6,int,string,98166265
322736,5652064,Lap of blue,2,True,1,11,int,string,98166840
322738,5652087,Lap of Purple,2,True,1,13,int,string,98166840
322766,5652790,Punteishon,0,True,0,10,int,string,98167326
322797,5653858,Cats anger score,2,True,0,16,int,string,98167716
322841,5654884,firstwire,0,True,yep,9,string,string,98168731
322846,5654954,ThingsDoneCorre,0,True,1,15,int,string,98168731
322861,5655356,banknummer,0,True,0,10,int,string,98168831
322881,5655490,answre,0,True,10,6,int,string,98168906
322915,5656524,world size,1,True,25,10,int,string,98169392
322916,5656527,camera type,1,True,1,11,int,string,98169392
322930,5657024,rotCamX,0,True,0,7,int,string,98169392
322931,5657025,rotCamY,0,True,0,7,int,string,98169392
322955,5657441,x inside,1,True,0,8,int,string,98169392
322956,5657442,y inside,1,True,0,8,int,string,98169392
